"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","sacks","sacks_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_miss","fg_miss_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"Michael Penix Jr.","ATL","QB","16583","average",231.142857142857,17.5649933241146,1.29714285714286,0.340084023231235,0.842857142857143,0.127372718915039,11.7542857142857,2.52994635742115,0.144285714285714,0.0739047005399843,0.18,0.0692820323027551,NA,NA,NA,NA,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-05-08,2024,NA,NA,NA,NA
"Jake Browning","CIN","QB","14358","average",237.16,20.8926704851247,1.77,0.391918358845309,1.01166666666667,0.177585660081738,8.645,1.87469197469878,0.111666666666667,0.0449073119510249,0.1175,0.0688113362753551,NA,NA,NA,NA,3.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"C.J. Stroud","HOU","QB","16150","average",232.297142857143,17.9867263227504,1.50142857142857,0.3457565893047,0.747142857142857,0.123114348705351,18.2928571428571,4.10071828783574,0.0742857142857143,0.0901585904313695,0.1725,0.0343389962967275,NA,NA,NA,NA,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-10-03,2023,NA,NA,NA,NA
"Dak Prescott","DAL","QB","12620","average",240.281428571429,10.7663866246936,1.61285714285714,0.373573477186407,0.874285714285714,0.0892295061171178,9.06428571428571,1.08885042044132,0.0514285714285714,0.0487950036474267,0.1525,0.0429631625155008,NA,NA,NA,NA,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-07-29,2016,NA,NA,NA,NA
"Joe Flacco","CLE","QB","9064","average",235.668571428571,24.7990567216923,1.41,0.622120031290854,0.975714285714286,0.0879122939558025,4.88285714285714,2.72091721230001,0.0114285714285714,0.0195180014589707,0.2875,0.0176776695296637,NA,NA,NA,NA,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-01-16,2008,NA,NA,NA,NA
"Josh Allen","BUF","QB","13589","average",233.481428571429,9.65492349110274,1.90857142857143,0.177710304656068,0.662857142857143,0.183912505077304,35.6628571428571,1.76281700965353,0.732857142857143,0.121753067820936,0.1625,0.0530330085889911,NA,NA,NA,NA,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-05-21,2018,NA,NA,NA,NA
"Trevor Lawrence","JAC","QB","15237","average",225.938571428571,15.0126684598613,1.36285714285714,0.367909150276455,0.904285714285714,0.115737798904412,14.5428571428571,2.3208454945394,0.157142857142857,0.0734198623703163,0.24,0.0346410161513775,NA,NA,NA,NA,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Sam Darnold","SEA","QB","13592","average",229.644285714286,21.0081824195105,1.33285714285714,0.262342923525315,0.792857142857143,0.125792724447042,9.10428571428571,1.97181690447209,0.0685714285714286,0.048452234702014,0.2025,0.00353553390593273,NA,NA,NA,NA,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-05,2018,NA,NA,NA,NA
"Carson Wentz","MIN","QB","12610","average",204.971666666667,70.883490437948,1.24833333333333,0.328780575257521,0.808333333333333,0.372043904219202,10.62,4.43585392004741,0.0816666666666667,0.0402077936060494,0.145,0.0752329714952161,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-12-30,2016,NA,NA,NA,NA
"Daniel Jones","IND","QB","14059","average",220.212857142857,13.1226022753184,1.19285714285714,0.412904923911639,0.688571428571429,0.143808735412535,27.9142857142857,3.15323567753748,0.525714285714286,0.23085761433238,0.255,0.0968676072448026,NA,NA,NA,NA,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Caleb Williams","CHI","QB","16579","average",224.047142857143,14.8058374909873,1.75714285714286,0.257986710621192,0.482857142857143,0.217616963624491,31.1242857142857,2.78383343097761,0.107142857142857,0.07319250547114,0.27,0.0336650164612069,NA,NA,NA,NA,3.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-11-18,2024,NA,NA,NA,NA
"Aaron Rodgers","PIT","QB","7836","average",209.778571428571,22.8337808437203,1.57714285714286,0.413791988230572,0.715714285714286,0.169101265800224,8.37,2.07025763292076,0.03,0.0450924975282289,0.14,0.0346410161513775,NA,NA,NA,NA,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-12-02,2005,NA,NA,NA,NA
"Russell Wilson","NYG","QB","10703","average",223.754,4.76350963051404,1.43,0.437949768809164,0.754,0.117388244726634,18.406,4.10552603206946,0.100548630125213,0.0253338897543536,0.19,0.0109544511501033,NA,NA,NA,NA,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-11-29,2012,NA,NA,NA,NA
"Drake Maye","NE","QB","16580","average",220.208571428571,8.44374803937096,1.45285714285714,0.373573477186407,0.762857142857143,0.111012654791287,35.79,4.64044178931274,0.214285714285714,0.128951818244534,0.295,0.0581664278887172,NA,NA,NA,NA,3.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-30,2024,NA,NA,NA,NA
"Cam Ward","TEN","QB","17030","average",205.092857142857,19.8452065700895,1.23142857142857,0.35097144097626,0.784285714285714,0.193550780835172,12.35,2.81785379322633,0.0628571428571429,0.0593616839704664,0.3125,0.0444878260501305,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-25,2025,NA,NA,NA,NA
"Bo Nix","DEN","QB","16582","average",212.304285714286,11.8861934713387,1.89571428571429,0.259605928467048,0.818571428571429,0.0952940311926848,26.1071428571429,2.58009505177435,0.161428571428571,0.0876410427879106,0.1475,0.0388908729652601,NA,NA,NA,NA,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-25,2024,NA,NA,NA,NA
"Spencer Rattler","NO","QB","16586","average",204.758571428571,16.3777902748116,1.23285714285714,0.516227155611245,0.795714285714286,0.111632901789324,18.7685714285714,3.78794327910468,0.0757142857142857,0.0541162769282166,0.2175,0.0628158684834758,NA,NA,NA,NA,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-28,2024,NA,NA,NA,NA
"Jaxson Dart","NYG","QB","17032","average",73.9183333333333,109.068833388217,0.37,0.528961246217528,0.303333333333333,0.466547603859099,7.45,9.14915296625868,0.0183333333333333,0.0402077936060494,0.0333333333333333,0.0365148371670111,NA,NA,NA,NA,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-05-13,2025,NA,NA,NA,NA
"Jayden Daniels","WAS","QB","16581","average",212.671428571429,20.7084100698013,1.39285714285714,0.306089000440193,0.611428571428571,0.201033046323946,44.52,7.05362554530175,0.292857142857143,0.151075509344862,0.13,0.0716472842006823,NA,NA,NA,NA,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-18,2024,"Q","Knee",2025,4
"Kyler Murray","ARI","QB","14056","average",212.721428571429,7.16903161422198,1.32,0.338673884437522,0.72,0.128582010146573,33.9585714285714,1.59760684119955,0.194285714285714,0.0979552862036455,0.185,0.0715308791129164,NA,NA,NA,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Bryce Young","CAR","QB","16148","average",201.737142857143,14.6234853509525,1.26428571428571,0.320616964765182,0.797142857142857,0.103555828053324,18.8285714285714,3.22488464171681,0.175714285714286,0.0908950205561601,0.2925,0.0587012208845211,NA,NA,NA,NA,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-25,2023,NA,NA,NA,NA
"Jalen Hurts","PHI","QB","14783","average",200.69,17.0190373797502,1.21,0.188767935130237,0.577142857142857,0.219826771626682,38.5428571428571,2.89070760821472,0.845714285714286,0.127391410340617,0.285,0.0212132034355964,NA,NA,NA,NA,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Justin Fields","NYJ","QB","15238","average",178.532857142857,41.697844354469,1.13142857142857,0.299300772436278,0.625714285714286,0.228243812830136,41.2885714285714,13.2916645917299,0.358571428571429,0.18889402420657,0.25,0.0707106781186548,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"Q","Concussion",2025,4
"J.J. McCarthy","MIN","QB","16584","average",83,83,0.7,0.7,0.55,0.55,5.5,5.5,0.1,0.1,0.4,0,NA,NA,NA,NA,3.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-01-20,2024,"O","Ankle",2025,4
"Tyrod Taylor","NYJ","QB","10413","average",37.0175,37.6187907667166,0.385,0.360104151600617,0.1175,0.120078099585228,7.9825,8.71604375562675,0.05,0.0866025403784439,0,0,NA,NA,NA,NA,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-08-03,2011,NA,NA,NA,NA
"Marcus Mariota","WAS","QB","12141","average",34.76,26.4971847561208,0.343333333333333,0.289194283023253,0.0733333333333333,0.0461880215351701,5.4,5.50272659687904,0.0666666666666667,0.0577350269189626,0.05,0.05,NA,NA,NA,NA,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-10-30,2015,NA,NA,NA,NA
"Kirk Cousins","ATL","QB","10700","average",17.1025,21.5660385502298,0.1575,0.20104414938018,0.0775,0.12852528934027,0.675,0.816624148553054,0,0,0,0,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-19,2012,NA,NA,NA,NA
"Mason Rudolph","PIT","QB","13595","average",20.8333333333333,21.363884374232,0.206666666666667,0.257164020293145,0.04,0.0529150262212918,1.93333333333333,2.19291789378647,0,0,0.05,0.0408248290463863,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-07-17,2018,NA,NA,NA,NA
"Dillon Gabriel","CLE","QB","17037","average",18.8,19.3377006561449,0.2,0.163299316185545,0.1,0.0816496580927726,1.23333333333333,1.11455023315337,0,0,0,0,NA,NA,NA,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-28,2025,NA,NA,NA,NA
"Kenny Pickett","LVR","QB","15692","average",18.6666666666667,20.3738394352496,0.206666666666667,0.257164020293145,0.04,0.0529150262212918,1,1,0,0,0.05,0.05,NA,NA,NA,NA,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-06,2022,NA,NA,NA,NA
"Gardner Minshew","KC","QB","14067","average",16.7966666666667,16.8035720408886,0.176666666666667,0.196553639837408,0.106666666666667,0.167729941672122,0.633333333333333,0.55075705472861,0,0,0.15,0.05,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Anthony Richardson","IND","QB","16152","average",16.3766666666667,13.356687047651,0.143333333333333,0.140118997046558,0.0733333333333333,0.110151410945722,4.38666666666667,3.30903141249655,0.0443596349973162,0.0413543041216079,0,0,NA,NA,NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-22,2023,NA,NA,NA,NA
"Malik Willis","GB","QB","15694","average",15.5733333333333,15.3950684744607,0.14,0.14422205101856,0.0366666666666667,0.055075705472861,1.1,1.01488915650922,0,0,0.1,0.1,NA,NA,NA,NA,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-05-25,2022,NA,NA,NA,NA
"Davis Mills","HOU","QB","15252","average",14.28,13.8035212898738,0.176666666666667,0.196553639837408,0.04,0.0529150262212918,1,1,0,0,0,0,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Cooper Rush","BAL","QB","13124","average",13.25,12.2156661709462,0.14,0.14422205101856,0.0366666666666667,0.055075705472861,0.633333333333333,0.55075705472861,0,0,0,0,NA,NA,NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
"Tyler Shough","NO","QB","17039","average",12.3966666666667,7.83968678512662,0.14,0.14422205101856,0.04,0.0529150262212918,1.63333333333333,1.71334630345285,0.0333333333333333,0.0471404520791032,0,0,NA,NA,NA,NA,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-28,2025,NA,NA,NA,NA
"Mitchell Trubisky","BUF","QB","13115","average",12.11,9.05391075723634,0.143333333333333,0.140118997046558,0.04,0.0529150262212918,0.6,0.529150262212918,0,0,0,0,NA,NA,NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-08-20,2017,NA,NA,NA,NA
"Nick Mullens","JAC","QB","13968","average",10.8466666666667,7.24669119897718,0.11,0.0854400374531753,0.04,0.0529150262212918,0.666666666666667,0.577350269189626,0,0,0,0,NA,NA,NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2017,NA,NA,NA,NA
"Tyson Bagent","CHI","QB","16384","average",9.9,5.91016074231488,0.106666666666667,0.0901849950564579,0.04,0.0529150262212918,1.1,1.01488915650922,0.0333333333333333,0.0577350269189626,0.05,0.05,NA,NA,NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-08,2023,NA,NA,NA,NA
