PlayerID,Team,TeamID,Number,FirstName,LastName,Name,Position,PositionCategory,Status,Height,Weight,BirthDate,Age,Experience,ExperienceString,College,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,PhotoUrl,FantasyPosition,FantasyAlarmID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthOrder,DepthPositionCategory,DepthDisplayOrder,CurrentTeam,CurrentStatus,AverageDraftPosition,created_date,updated_date
8750,,,,Ryan,Succop,,K,ST,Inactive,"6'2""",218,1986-09-19,,15,,South Carolina,KC,2009,7,256,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8750.png,K,,,,,,,,6767,296494,,Ryan Succop,Ryan Succop,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
8920,,,,Jason,Peters,,OT,OFF,Inactive,"6'4""",328,1982-01-22,,21,,Arkansas,BUF,2004,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8920.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
9038,LAR,32,9,Matthew,Stafford,,QB,OFF,Active,"6'3""",214,1988-02-07,,17,,Georgia,DET,2009,1,1,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9038.png,QB,,,,,,,,6654,323205,,Matthew Stafford,Matthew Stafford,,,,,,,164.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
9162,CAR,5,44,JJ,Jansen,,LS,ST,Active,"6'2""",235,1986-01-20,,18,,Notre Dame,GB,2008,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9162.png,LS,,,,,,,,,267458,,,JJ Jansen,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
9201,SF,31,7,Thomas,Morstead,,P,ST,Active,"6'4""",225,1986-03-08,,17,,Southern Methodist,NO,2009,5,164,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9201.png,P,,,,,,,,,286840,,,Thomas Morstead,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
9902,,,,Chase,Daniel,,QB,OFF,Inactive,"6'0""",229,1986-10-07,,14,,Missouri,WAS,2009,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9902.png,QB,,,,,,,,8803,300101,,Chase Daniel,Chase Daniel,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
10067,,,,Brett,Kern,,P,ST,Inactive,"6'2""",214,1986-02-17,,16,,Toledo,DEN,2008,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/10067.png,P,,,,,,,,,248214,,,Brett Kern,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
10333,NYG,23,9,Graham,Gano,,K,ST,Active,"6'2""",202,1987-04-09,,16,,Florida State,BAL,2009,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/10333.png,K,,,,,,,,10744,296451,,Graham Gano,Graham Gano,,,,,,,320.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
10978,,,,Devin,McCourty,,DB,DEF,Inactive,"5'10""",195,1987-08-13,,14,,Rutgers,NE,2010,1,27,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/10978.png,DB,,,,,,,,,300592,,,Devin McCourty,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11008,TEN,34,46,Morgan,Cox,,LS,ST,Active,"6'4""",233,1986-04-26,,16,,Tennessee,BAL,2010,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11008.png,LS,,,,,,,,,334132,,,Morgan Cox,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11023,,,,Carlos,Dunlap,,DE,DEF,Inactive,"6'6""",277,1989-02-28,,14,,Florida,CIN,2010,2,54,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11023.png,DL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11047,,,,Colt,McCoy,,QB,OFF,Inactive,"6'1""",212,1986-09-05,,14,,Texas,CLE,2010,3,85,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11047.png,QB,,,,,,,,11500,306296,,Colt McCoy,Colt McCoy,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11105,,,,Kareem,Jackson,,S,DEF,Inactive,"5'10""",196,1988-04-10,,15,,Alabama,HOU,2010,1,20,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11105.png,DB,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11120,SF,31,46,Jon,Weeks,,LS,ST,Active,"5'10""",242,1986-02-17,,16,,Baylor,HOU,2010,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11120.png,LS,,,,,,,,,273749,,,Jon Weeks,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11132,,,,Jerry,Hughes,,DE,DEF,Inactive,"6'2""",254,1988-08-13,,15,,TCU,IND,2010,1,31,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11132.png,DL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11151,,,,Tyson,Alualu,,DL,DEF,Inactive,"6'3""",304,1987-05-12,,14,,California,JAX,2010,1,10,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11151.png,DL,,,,,,,,,,,,Tyson Alualu,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11241,,,,Jared,Veldheer,,OT,OFF,Inactive,"6'8""",321,1987-06-14,,12,,Hillsdale (MI),LV,2010,3,69,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11241.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11302,,,,Linval,Joseph,,DT,DEF,Inactive,"6'4""",328,1988-10-10,,16,,East Carolina,NYG,2010,2,46,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11302.png,DL,,,,,,,,,402468,,,Linval Joseph,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11315,,,,Brandon,Graham,,DE,DEF,Inactive,"6'2""",265,1988-04-03,,15,,Michigan,PHI,2010,1,13,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11315.png,DL,,,,,,,,,336730,,,Brandon Graham,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11382,,,,Ndamukong,Suh,,NT,DEF,Inactive,"6'4""",307,1987-01-06,,14,,Nebraska,DET,2010,1,2,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11382.png,DL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11437,,,,Corey,Peters,,DT,DEF,Inactive,"6'3""",335,1988-06-08,,14,,Kentucky,ATL,2010,3,83,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11437.png,DL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11488,,,,Jimmy,Graham,,TE,OFF,Inactive,"6'7""",265,1986-11-24,,14,,Miami (FL),NO,2010,3,95,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11488.png,TE,,,,,,,,11512,295918,,Jimmy Graham,Jimmy Graham,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11545,,,,Rodger,Saffold,,G,OFF,Inactive,"6'4""",323,1988-06-06,,14,,Indiana,LAR,2010,2,33,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11545.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11565,,,,Andre,Roberts,,WR,OFF,Inactive,"5'11""",195,1988-01-09,,14,,The Citadel,ARI,2010,3,88,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11565.png,WR,,,,,,,,11504,329031,,Andre Roberts,Andre Roberts,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
11694,NYJ,24,6,Nick,Folk,,K,ST,Active,"6'1""",222,1984-11-05,,18,,Arizona,DAL,2007,6,178,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11694.png,K,,,,,,,,6642,213781,,Nick Folk,Nick Folk,,,,,,,384.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12247,,,,Jason,Pierre-Paul,,LB,DEF,Inactive,"6'5""",270,1989-01-01,,14,,South Florida,NYG,2010,1,15,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12247.png,LB,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12308,SF,31,71,Trent,Williams,,OT,OFF,Active,"6'5""",320,1988-07-19,,16,,Oklahoma,WAS,2010,1,4,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12308.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12330,,,,Clark,Harris,,LS,ST,Inactive,"6'5""",250,1984-07-10,,15,,Rutgers,GB,2007,7,243,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12330.png,LS,,,,,,,,9409,216309,,Clark Harris,Clark Harris,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12450,,,,Al,Woods,,DL,DEF,Inactive,"6'4""",309,1987-03-25,,14,,LSU,NO,2010,4,123,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12450.png,DL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12707,,,,Jason,Kelce,,C,OFF,Inactive,"6'3""",295,1987-11-05,,13,,Cincinnati,PHI,2011,6,191,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12707.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12764,,,,Marcus,Cannon,,OL,OFF,Inactive,"6'6""",335,1988-05-06,,12,,TCU,NE,2011,5,138,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12764.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12787,WAS,35,57,Nick,Bellore,,LB,DEF,Active,"6'1""",250,1989-05-12,,15,,Central Michigan,NYJ,2011,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12787.png,LB,,,,,,,,14820,382555,,Nick Bellore,Nick Bellore,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12815,,,,Josh,Bynes,,ILB,DEF,Inactive,"6'1""",235,1989-08-24,,12,,Auburn,BAL,2011,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12815.png,LB,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12831,NYJ,24,2,Tyrod,Taylor,,QB,OFF,Active,"6'1""",217,1989-08-03,,15,,Virginia Tech,BAL,2011,6,180,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12831.png,QB,,,,,,,,14377,399579,,Tyrod Taylor,Tyrod Taylor,,,,,,,394.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12841,CAR,5,14,Andy,Dalton,,QB,OFF,Active,"6'2""",220,1987-10-29,,15,,TCU,CIN,2011,2,35,Questionable,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12841.png,QB,,,,,,,,14225,322858,,Andy Dalton,Andy Dalton,,,,,,,426.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12845,,,,A.J.,Green,,WR,OFF,Inactive,"6'4""",207,1988-07-31,,13,,Georgia,CIN,2011,1,4,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12845.png,WR,,,,,,,,14187,458093,,A.J. Green,A.J. Green,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12902,PIT,28,97,Cameron,Heyward,,DT,DEF,Active,"6'5""",295,1989-05-06,,15,,Ohio State,PIT,2011,1,31,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12902.png,DL,,,,,,,,,397533,,,Cameron Heyward,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12955,,,,J.J.,Watt,,DE,DEF,Inactive,"6'5""",288,1989-03-22,,12,,Wisconsin,HOU,2011,1,11,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12955.png,DL,,,,,,,,,403362,,,J.J. Watt,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
12982,,,,Blaine,Gabbert,,QB,OFF,Inactive,"6'5""",235,1989-10-15,,13,,Missouri,JAX,2011,1,10,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12982.png,QB,,,,,,,,14194,463393,,Blaine Gabbert,Blaine Gabbert,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13018,,,,Chris,Harris Jr.,,S,DEF,Inactive,"5'10""",190,1989-06-18,,13,,Kansas,DEN,2011,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13018.png,DB,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13022,WAS,35,24,Von,Miller,,LB,DEF,Active,"6'3""",250,1989-03-26,,15,,Texas A&M,DEN,2011,1,2,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13022.png,LB,,,,,,,,,409742,,,Von Miller,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13031,,,,Jonathan,Baldwin,,WR,OFF,Inactive,"6'4""",230,1989-08-10,,3,,Pittsburgh,KC,2011,1,26,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,WR,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13036,,,,Justin,Houston,,OLB,DEF,Inactive,"6'3""",270,1989-01-12,,13,,Georgia,KC,2011,3,70,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13036.png,LB,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13037,,,,Rodney,Hudson,,OL,OFF,Inactive,"6'2""",315,1989-07-12,,13,,Florida State,KC,2011,2,55,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13037.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13063,,,,Taiwan,Jones,,RB,OFF,Inactive,"6'0""",195,1988-07-26,,13,,Eastern Washington,LV,2011,4,125,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13063.png,RB,,,,,,,,14319,386116,,Taiwan Jones,Taiwan Jones,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13129,,,,Tyron,Smith,,OL,OFF,Inactive,"6'5""",320,1990-12-12,,14,,USC,DAL,2011,1,9,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13129.png,OL,,,,,,,,,,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13181,,,,Mario,Addison,,DE,DEF,Inactive,"6'3""",260,1987-09-06,,13,,Troy,CHI,2011,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13181.png,DL,,,,,,,,,,,,Mario Addison,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13227,,,,Randall,Cobb,,WR,OFF,Inactive,"5'10""",192,1990-08-22,,14,,Kentucky,GB,2011,2,64,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13227.png,WR,,,,,,,,14257,465949,,Randall Cobb,Randall Cobb,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13250,,,,DJ,Williams,,TE,OFF,Inactive,"6'2""",225,1988-09-10,,4,,Arkansas,GB,2011,5,141,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,TE,,,,,,,,,406274,,,,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13275,,,,Kyle,Rudolph,,TE,OFF,Inactive,"6'6""",258,1989-11-09,,13,,Notre Dame,MIN,2011,2,43,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13275.png,TE,,,,,,,,14237,469472,,Kyle Rudolph,Kyle Rudolph,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13291,,,,Julio,Jones,,WR,OFF,Inactive,"6'3""",220,1989-02-08,,14,,Alabama,ATL,2011,1,6,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13291.png,WR,,,,,,,,14190,456614,,Julio Jones,Julio Jones,,,,,,,567.000,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13337,,,,Mark,Ingram II,,RB,OFF,Inactive,"5'9""",215,1989-12-21,,13,,Alabama,NO,2011,1,28,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13337.png,RB,,,,,,,,14211,456613,,Mark Ingram II,Mark Ingram II,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13338,NO,22,94,Cameron,Jordan,,DE,DEF,Active,"6'4""",287,1989-07-10,,15,,California,NO,2011,1,24,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13338.png,DL,,,,,,,,,401762,,,Cameron Jordan,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13388,,,,Jake,McQuaide,,LS,ST,Inactive,"6'2""",247,1987-12-07,,15,,Ohio State,LAR,2011,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13388.png,LS,,,,,,,,,353437,,,Jake McQuaide,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13393,,,,Robert,Quinn,,DE,DEF,Inactive,"6'4""",264,1990-05-18,,13,,North Carolina,LAR,2011,1,14,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13393.png,DL,,,,,,,,,463653,,,Robert Quinn,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
13415,,,,Patrick,Peterson,,CB,DEF,Inactive,"6'1""",203,1990-07-11,,14,,LSU,ARI,2011,1,5,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13415.png,DB,,,,,,,,,465739,,,Patrick Peterson,,,,,,,,2025-09-02 23:20:09.559076,2025-09-02 23:20:09.559432
