TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
1089000,TeamBasic,FullName,string,50,True,The full name of the team (e.g. New England Patriots),True,False
1089000,TeamBasic,StadiumID,integer,32,True,The unique ID of the team's current home stadium,False,False
1089000,TeamBasic,ByeWeek,integer,32,True,The bye week of the team in the upcoming or current regular season,False,False
1089000,TeamBasic,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues,False,False
1089000,TeamBasic,HeadCoach,string,50,True,The current head coach of the team,True,False
1089000,TeamBasic,PrimaryColor,string,6,True,The team's first color. (This is not licensed for public or commercial use),False,False
1089000,TeamBasic,SecondaryColor,string,6,True,The team's second color. (This is not licensed for public or commercial use),False,False
1089000,TeamBasic,TertiaryColor,string,6,True,The team's third color. (This is not licensed for public or commercial use),False,False
1089000,TeamBasic,QuaternaryColor,string,6,True,The team's fourth color. (This is not licensed for public or commercial use),False,False
1089000,TeamBasic,WikipediaLogoURL,string,250,True,The link to the team's logo hosted on Wikipedia (This is not licensed for public or commercial use),False,False
1089000,TeamBasic,WikipediaWordMarkURL,string,250,True,The link to the team's wordmark logo hosted on Wikipedia (This is not licensed for public or commercial use),False,False
1089000,TeamBasic,OffensiveCoordinator,string,50,True,The current offensive coordinator of the team. Note: field will be NULL if team doesn't have an OFF coordinator,False,False
1089000,TeamBasic,DefensiveCoordinator,string,50,True,The current defensive coordinator of the team. Note: field will be NULL if team doesn't have an DEFF coordinator,False,False
1089000,TeamBasic,SpecialTeamsCoach,string,50,True,The current special teams coordinator of the team. Note: field will be NULL if team doesn't have an ST coordinator,False,False
1089000,TeamBasic,OffensiveScheme,string,10,True,The offensive scheme this team runs (PRO; 2TE; 3WR).  This is decided at our discretion.,True,False
1089000,TeamBasic,DefensiveScheme,string,10,True,The current defensive scheme this team runs (3-4; 4-3),True,False
1003000,Stadium,StadiumID,integer,32,False,The unique ID of the stadium,True,False
1003000,Stadium,Name,string,100,False,The full name of the stadium,True,False
1003000,Stadium,City,string,50,False,The city where the stadium is located,True,False
1003000,Stadium,State,string,10,True,The city where the venue is located,False,False
1003000,Stadium,Country,string,10,False,The 3-digit country code where the stadium is located,False,False
1003000,Stadium,Capacity,integer,32,True,The estimated seating capacity of the stadium,True,False
1003000,Stadium,PlayingSurface,string,50,True,The playing surface of the stadium (Grass; Artificial or Dome),True,False
1003000,Stadium,GeoLat,decimal,32,True,The geographic latitude coordinate of this venue,False,False
1003000,Stadium,GeoLong,decimal,32,True,The geographic longitude coordinate of this venue.,True,False
1003000,Stadium,Type,string,50,True,The type of the stadium (possible values: Outdoor; Dome; RetractableDome),True,False
1004000,Score,GameKey,string,10,True,A 9 digit unique code identifying the game that this record corresponds to. The GameID is composed of Season; SeasonType; Week and HomeTeam. Note: This value will be NULL for bye weeks,False,False
1004000,Score,SeasonType,integer,32,False,The type of season that this game corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=All-Star).,True,False
1004000,Score,Season,integer,32,False,The NFL season of the game,True,False
1004000,Score,Week,integer,32,False,The NFL week of the game (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons after 2021 will have only 3 preseason weeks,False,False
1004000,Score,Date,datetime,,False,The date and time of the game (in US Eastern Time),False,False
1004000,Score,AwayTeam,string,50,True,The abbreviation [Key} of the away team,False,False
1004000,Score,HomeTeam,string,50,True,The abbreviation [Key] of the home team,False,False
1004000,Score,AwayScore,integer,32,True,The final score of the Away Team,True,True
1004000,Score,HomeScore,integer,32,True,The final score of the Home Team,True,True
1004000,Score,Channel,string,50,True,The television station broadcasting the game,True,False
1004000,Score,PointSpread,decimal,32,True,The oddsmaker point spread at game start from the perspective of the team (negative numbers indicate the HomeTeam is favored; positive numbers indicate the AwayTeam is favored),False,True
1004000,Score,OverUnder,decimal,32,True,The total points line (over/under) at game start,False,True
1004000,Score,Quarter,string,50,True,The current quarter of the game (1; 2; 3; 4; HALF; OT; F; F/OT or NULL if game has not yet started),False,False
1004000,Score,TimeRemaining,string,50,True,The amount of time remaining in the current quarter (e.g. 11:23; 5:34; NULL if game is not in progress or at halftime),False,False
1004000,Score,Possession,string,50,True,The team that currently has possession of the ball (Ex. PHI; NE; NULL if game is not in progress or at halftime),False,False
1004000,Score,Down,integer,32,True,The current down in the game (1; 2; 3; 4 or NULL),True,True
1004000,Score,Distance,string,10,True,The yards to go for a first down (this can be any positive number or "Goal"),True,True
1004000,Score,YardLine,integer,32,True,the yard line of the ball's current position on the field as of the most recently completed play,False,False
1004000,Score,YardLineTerritory,string,10,True,The team's side of the field that the ball is on when the play occurred,False,False
1004000,Score,RedZone,string,10,True,The team abbreviation [Key] that currently has the ball in the opponent's red zone (Ex: "SF"; "BAL" or NULL),False,False
1004000,Score,AwayScoreQuarter1,integer,32,True,Points scored by the away team in Quarter 1,False,True
1004000,Score,AwayScoreQuarter2,integer,32,True,Points scored by the away team in Quarter 2,False,True
1004000,Score,AwayScoreQuarter3,integer,32,True,Points scored by the away team in Quarter 3,False,True
1004000,Score,AwayScoreQuarter4,integer,32,True,Points scored by the away team in Quarter 4,False,True
1004000,Score,AwayScoreOvertime,integer,32,True,Points scored by the away team in overtime,False,True
1004000,Score,HomeScoreQuarter1,integer,32,True,Points scored by the home team in Quarter 1,False,True
1004000,Score,HomeScoreQuarter2,integer,32,True,Points scored by the home team in Quarter 2,False,True
1004000,Score,HomeScoreQuarter3,integer,32,True,Points scored by the home team in Quarter 3,False,True
1004000,Score,HomeScoreQuarter4,integer,32,True,Points scored by the home team in Quarter 4,False,True
1004000,Score,HomeScoreOvertime,integer,32,True,Points scored by the home team in overtime,False,True
1004000,Score,HasStarted,boolean,,False,Whether the game has started (true/false),True,False
1004000,Score,IsInProgress,boolean,,False,Whether the game is currently in progress (true/false),True,False
1004000,Score,IsOver,boolean,,False,Whether the game is over (true/false),True,False
1004000,Score,Has1stQuarterStarted,boolean,,False,Whether the 1st quarter has started,True,False
1004000,Score,Has2ndQuarterStarted,boolean,,False,Whether the 2nd quarter has started,True,False
1004000,Score,Has3rdQuarterStarted,boolean,,False,Whether the 3rd quarter has started,True,False
1004000,Score,Has4thQuarterStarted,boolean,,False,Whether the 4th quarter has started,True,False
1004000,Score,IsOvertime,boolean,,False,Whether this game went into overtime,True,False
1004000,Score,DownAndDistance,string,50,True,The description of the down and distance for display purposes,False,False
1004000,Score,QuarterDescription,string,50,True,Description of the current quarter for display purposes,True,False
1004000,Score,StadiumID,integer,32,True,The unique ID of the team's current home stadium,True,False
1004000,Score,LastUpdated,datetime,,True,The date and time that this game was last updated (in US Eastern Time),False,False
1004000,Score,GeoLat,decimal,32,True,The geographic latitude coordinate of the venue where the game is taking place,False,False
1004000,Score,GeoLong,decimal,32,True,The geographic longitude coordinate of the venue where the game is taking place,False,False
1004000,Score,ForecastTempLow,integer,32,True,The forecasted low temperature on game day at this venue (Fahrenheit),False,False
1004000,Score,ForecastTempHigh,integer,32,True,The forecasted high temperature on game day at this venue (Fahrenheit),False,False
1004000,Score,ForecastDescription,string,50,True,The forecast description on game day at this venue.,True,False
1004000,Score,ForecastWindChill,integer,32,True,The forecasted wind chill on game day at this venue.,True,False
1004000,Score,ForecastWindSpeed,integer,32,True,The forecasted wind speed on game day at this venue.,True,False
1004000,Score,AwayTeamMoneyLine,integer,32,True,The sportsbook's moneyline for the away team,False,True
1004000,Score,HomeTeamMoneyLine,integer,32,True,The sportsbook's moneyline for the home team,False,True
1004000,Score,Canceled,boolean,,True,Indicates whether the game was canceled,False,False
1004000,Score,Closed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out. Note: it is recommend for bet resulting to use IsClosed = True rather than simply Final game status,False,False
1004000,Score,LastPlay,string,250,True,The description of the most recent play/event of the game. Note: This is for display purposes and does not include corresponding data points,False,True
1004000,Score,Day,date,,True,The date of the game (in US Eastern Time),False,False
1004000,Score,DateTime,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1004000,Score,AwayTeamID,integer,32,True,The unique ID of the away team,False,False
1004000,Score,HomeTeamID,integer,32,True,The unique ID of the home team,False,False
1004000,Score,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues,False,False
1004000,Score,GlobalAwayTeamID,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues,False,False
1004000,Score,GlobalHomeTeamID,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues,False,False
1004000,Score,PointSpreadAwayTeamMoneyLine,integer,32,True,The payout on the away team's spread,False,True
1004000,Score,PointSpreadHomeTeamMoneyLine,integer,32,True,The payout on the home team's spread,False,True
1004000,Score,ScoreID,integer,32,False,Unique ID of the Score/Game,True,False
1004000,Score,StadiumDetails,Stadium,,True,The details of the stadium where this game is played,False,False
1004000,Score,Status,string,20,True,The status of the game. For a description of possible values; see <a href="https://support.sportsdata.io/hc/en-us/articles/14287629964567-Process-Guide-Game-Status" target="_blank">here.</a> For how suspended and postponed games are handled specifically; see <a href="https://support.sportsdata.io/hc/en-us/articles/4404845580567-Postponed-and-Rescheduled-Games" target="_blank">here</a>.,False,False
1004000,Score,GameEndDateTime,datetime,,True,The date and time of when the game officially ended. Note: This field is populated after the game and score are finalized,False,False
1004000,Score,HomeRotationNumber,integer,32,True,Rotation number of home team in this game,False,True
1004000,Score,AwayRotationNumber,integer,32,True,Rotation number of away team in this game,False,True
1004000,Score,NeutralVenue,boolean,,True,Indicates whether this game is played in a neutral venue,True,False
1004000,Score,RefereeID,integer,,True,The unique ID of the head referee,False,False
1004000,Score,OverPayout,integer,32,True,The sportsbook's payout for over the total points line,False,True
1004000,Score,UnderPayout,integer,32,True,The sportsbook's payout for the under,False,True
1004000,Score,HomeTimeouts,integer,32,True,The number of timeouts remaining for the Home Team,True,True
1004000,Score,AwayTimeouts,integer,32,True,The number of timeouts remaining for the Away Team,True,True
1004000,Score,DateTimeUTC,datetime,,True,The date and time of the game (in UTC),False,False
1004000,Score,Attendance,integer,32,,The total attendance for the game,False,
1004000,Score,IsClosed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out.,False,False
1088000,ScoreBasic,Quarter,string,50,True,The current quarter of the game (1; 2; 3; 4; HALF; OT; F; F/OT or NULL if game has not yet started),False,False
1088000,ScoreBasic,TimeRemaining,string,50,True,The amount of time remaining in the current quarter (e.g. 11:23; 5:34; NULL if game is not in progress or at halftime),False,False
1088000,ScoreBasic,QuarterDescription,string,50,True,Description of the current quarter for display purposes,True,False
1088000,ScoreBasic,GameEndDateTime,datetime,,True,The date and time of when the game officially ended. Note: This field is populated after the game and score are finalized,False,False
1088000,ScoreBasic,AwayScore,integer,32,True,The final score of the away team,False,True
1088000,ScoreBasic,HomeScore,integer,32,True,The final score of the Home Team,True,True
1088000,ScoreBasic,GameID,integer,32,True,The unique ID of the game,False,False
1088000,ScoreBasic,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
1088000,ScoreBasic,ScoreID,integer,32,True,Unique ID of the score/game,False,False
1088000,ScoreBasic,GameKey,string,10,True,A 9 digit unique code identifying the game that this record corresponds to. The GameKey is composed of Season; SeasonType; Week and HomeTeam. Note: This value will be NULL for bye weeks,False,False
1088000,ScoreBasic,Season,integer,32,False,The NFL season of the game,True,False
1088000,ScoreBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
1088000,ScoreBasic,Status,string,20,True,The status of the game. For a description of possible values; see <a href="https://support.sportsdata.io/hc/en-us/articles/14287629964567-Process-Guide-Game-Status" target="_blank">here.</a> For how suspended and postponed games are handled specifically; see <a href="https://support.sportsdata.io/hc/en-us/articles/4404845580567-Postponed-and-Rescheduled-Games" target="_blank">here</a>.,False,False
1088000,ScoreBasic,Canceled,boolean,,True,Indicates whether the game was canceled.,True,False
1088000,ScoreBasic,Date,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1088000,ScoreBasic,Day,date,,True,The date of the game (in US Eastern Time),False,False
1088000,ScoreBasic,DateTime,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1088000,ScoreBasic,DateTimeUTC,datetime,,True,The date and time of the game (in UTC),False,False
1088000,ScoreBasic,AwayTeam,string,50,True,The abbreviation [Key] of the away team,False,False
1088000,ScoreBasic,HomeTeam,string,50,True,The abbreviation [Key] of the home team,False,False
1088000,ScoreBasic,GlobalAwayTeamID,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
1088000,ScoreBasic,GlobalHomeTeamID,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
1088000,ScoreBasic,AwayTeamID,integer,32,True,The unique ID of the away team,False,False
1088000,ScoreBasic,HomeTeamID,integer,32,True,The unique ID of the home team,False,False
1088000,ScoreBasic,StadiumID,integer,32,True,The unique ID of the team's current home stadium,True,False
1088000,ScoreBasic,Closed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out. Note: it is recommend for bet resulting to use IsClosed = True rather than simply Final game status,False,False
1088000,ScoreBasic,LastUpdated,datetime,,True,The date and time that this game was last updated (in US Eastern Time),False,False
1088000,ScoreBasic,IsClosed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out.,False,False
1088000,ScoreBasic,Week,integer,32,False,The NFL week of the game (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons after 2021 will have only 3 preseason weeks,False,False
1005000,Schedule,GameKey,string,10,True,A 9 digit unique code identifying the game that this record corresponds to. The GameID is composed of Season; SeasonType; Week and HomeTeam. Note: This value will be NULL for bye weeks,False,False
1005000,Schedule,SeasonType,integer,32,False,The type of season that this game corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=All-Star),False,False
1005000,Schedule,Season,integer,32,False,The NFL season of the game,True,False
1005000,Schedule,Week,integer,32,False,The NFL week of the game (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons after 2021 will have only 3 preseason weeks,False,False
1005000,Schedule,Date,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1005000,Schedule,AwayTeam,string,50,True,The abbreviation [Key] of the away team,False,False
1005000,Schedule,HomeTeam,string,50,True,The abbreviation [Key] of the home team,False,False
1005000,Schedule,Channel,string,50,True,The television station broadcasting the game,False,False
1005000,Schedule,PointSpread,decimal,32,True,The oddsmaker point spread at game start from the perspective of the team (negative numbers indicate the HomeTeam is favored; positive numbers indicate the AwayTeam is favored),False,True
1005000,Schedule,OverUnder,decimal,32,True,The total points line (over/under) at game start,False,False
1005000,Schedule,StadiumID,integer,32,True,The unique ID of the team's current home stadium,False,False
1005000,Schedule,Canceled,boolean,,True,Indicates whether the game was canceled,False,False
1005000,Schedule,GeoLat,decimal,32,True,The geographic latitude coordinate of the venue where the game is taking place,False,False
1005000,Schedule,GeoLong,decimal,32,True,The geographic longitude coordinate of the venue where the game is taking place,False,False
1005000,Schedule,ForecastTempLow,integer,32,True,The forecasted low temperature on game day at this venue (Fahrenheit).,True,False
1005000,Schedule,ForecastTempHigh,integer,32,True,The forecasted high temperature on game day at this venue (Fahrenheit).,True,False
1005000,Schedule,ForecastDescription,string,50,True,The forecast description on game day at this venue.,True,False
1005000,Schedule,ForecastWindChill,integer,32,True,The forecasted wind chill on game day at this venue.,True,False
1005000,Schedule,ForecastWindSpeed,integer,32,True,The forecasted wind speed on game day at this venue.,True,False
1005000,Schedule,AwayTeamMoneyLine,integer,32,True,The sportsbook's moneyline for the away team,False,True
1005000,Schedule,HomeTeamMoneyLine,integer,32,True,The sportsbook's moneyline for the home team,False,True
1005000,Schedule,Day,date,,True,The date of the game (in US Eastern Time),False,False
1005000,Schedule,DateTime,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1005000,Schedule,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues,False,False
1005000,Schedule,GlobalAwayTeamID,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues,False,False
1005000,Schedule,GlobalHomeTeamID,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues,False,False
1005000,Schedule,ScoreID,integer,32,False,Unique ID of the score/game,False,False
1005000,Schedule,StadiumDetails,Stadium,,True,The details of the stadium where this game is played,False,False
1005000,Schedule,Status,string,20,True,The status of the game. For a description of possible values; see <a href="https://support.sportsdata.io/hc/en-us/articles/14287629964567-Process-Guide-Game-Status" target="_blank">here.</a> For how suspended and postponed games are handled specifically; see <a href="https://support.sportsdata.io/hc/en-us/articles/4404845580567-Postponed-and-Rescheduled-Games" target="_blank">here</a>.,False,False
1005000,Schedule,IsClosed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out.,False,False
1005000,Schedule,DateTimeUTC,datetime,,True,The date and time of the game (in UTC),False,False
1087000,ScheduleBasic,GameID,integer,32,True,The unique ID of the game,False,False
1087000,ScheduleBasic,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
1087000,ScheduleBasic,ScoreID,integer,32,True,Unique ID of the score/game,False,False
1087000,ScheduleBasic,GameKey,string,10,True,A 9 digit unique code identifying the game that this record corresponds to. The GameKey is composed of Season; SeasonType; Week and HomeTeam. Note: This value will be NULL for bye weeks,False,False
1087000,ScheduleBasic,Season,integer,32,False,The NFL season of the game,True,False
1087000,ScheduleBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
1087000,ScheduleBasic,Status,string,20,True,The status of the game. For a description of possible values; see <a href="https://support.sportsdata.io/hc/en-us/articles/14287629964567-Process-Guide-Game-Status" target="_blank">here.</a> For how suspended and postponed games are handled specifically; see <a href="https://support.sportsdata.io/hc/en-us/articles/4404845580567-Postponed-and-Rescheduled-Games" target="_blank">here</a>.,False,False
1087000,ScheduleBasic,Canceled,boolean,,True,Indicates whether the game was canceled.,True,False
1087000,ScheduleBasic,Date,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1087000,ScheduleBasic,Day,date,,True,The date of the game (in US Eastern Time),False,False
1087000,ScheduleBasic,DateTime,datetime,,True,The date and time of the game (in US Eastern Time),False,False
1087000,ScheduleBasic,DateTimeUTC,datetime,,True,The date and time of the game (in UTC),False,False
1087000,ScheduleBasic,AwayTeam,string,50,True,The abbreviation [Key] of the away team,False,False
1087000,ScheduleBasic,HomeTeam,string,50,True,The abbreviation [Key] of the home team,False,False
1087000,ScheduleBasic,GlobalAwayTeamID,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
1087000,ScheduleBasic,GlobalHomeTeamID,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
1087000,ScheduleBasic,AwayTeamID,integer,32,True,The unique ID of the away team,False,False
1087000,ScheduleBasic,HomeTeamID,integer,32,True,The unique ID of the home team,False,False
1087000,ScheduleBasic,StadiumID,integer,32,True,The unique ID of the team's current home stadium,True,False
1087000,ScheduleBasic,Closed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out. Note: it is recommend for bet resulting to use IsClosed = True rather than simply Final game status,False,False
1087000,ScheduleBasic,LastUpdated,datetime,,True,The date and time that this game was last updated (in US Eastern Time),False,False
1087000,ScheduleBasic,IsClosed,boolean,,True,Indicates whether the game is over and the final score has been verified and closed out.,False,False
1087000,ScheduleBasic,Week,integer,32,False,The NFL week of the game (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons after 2021 will have only 3 preseason weeks,False,False
1006000,Bye,Season,integer,32,False,The NFL season during which this bye week occurs.,False,False
1006000,Bye,Week,integer,32,False,The NFL week during this bye week (regular season: 1 to 18; preseason: 0 to 4; postseason: 1 to 4). Note: seasons after 2021 will have only 3 preseason weeks,False,False
1006000,Bye,Team,string,50,True,The abbreviation [Key] of the team who is on a bye,False,False
1008000,TeamGame,GameKey,string,10,False,A 9 digit unique code identifying the game that this record corresponds to. The GameID is composed of Season; SeasonType; Week and HomeTeam. Note: This value will be NULL for bye weeks,False,False
1008000,TeamGame,Date,datetime,,True,The date and time of the game (in US Eastern Time),False,False
